rate_date,base_currency,quote_currency,exchange_rate
2024-03-13,SEK,EUR,0.08934155
2024-03-13,SEK,PLN,0.3829179
2024-03-13,SEK,RON,0.44387564
2024-03-13,SEK,DKK,0.66624676
2024-03-13,SEK,CZK,2.25792906
2024-03-13,PLN,NOK,2.67860476
2024-03-13,PLN,EUR,0.23331778
2024-03-13,PLN,SEK,2.6115259
2024-03-13,PLN,RON,1.15919272
2024-03-13,PLN,DKK,1.73992067
2024-03-13,PLN,CZK,5.89664022
2024-03-13,RON,NOK,2.31075016
2024-03-13,RON,EUR,0.20127609
2024-03-13,RON,SEK,2.25288328
2024-03-13,RON,PLN,0.86266932
2024-03-13,RON,DKK,1.50097619
2024-03-13,RON,CZK,5.08685063
2024-03-13,DKK,NOK,1.53949821
2024-03-13,DKK,EUR,0.13409679
2024-03-13,DKK,SEK,1.50094538
2024-03-13,DKK,PLN,0.57473885
2024-03-13,DKK,RON,0.66623309
2024-03-13,DKK,CZK,3.3890282
2024-03-13,CZK,NOK,0.45425949
2024-03-13,CZK,EUR,0.03956792
2024-03-13,CZK,SEK,0.44288371
2024-03-13,CZK,PLN,0.1695881
2024-03-13,CZK,RON,0.19658529
2024-03-13,CZK,DKK,0.29506984
2024-03-14,NOK,EUR,0.08720677
2024-03-14,NOK,SEK,0.97885236
2024-03-14,NOK,PLN,0.37442226
2024-03-14,NOK,RON,0.43350484
2024-03-14,NOK,DKK,0.65028342
2024-03-14,NOK,CZK,2.19743612
2024-03-14,EUR,NOK,11.467
2024-03-14,EUR,SEK,11.2245
2024-03-14,EUR,PLN,4.2935
2024-03-14,EUR,RON,4.971
2024-03-14,EUR,DKK,7.4568
2024-03-14,EUR,CZK,25.198
2024-03-14,SEK,NOK,1.02160453
2024-03-14,SEK,EUR,0.08909083
2024-03-14,SEK,PLN,0.38251147
2024-03-14,SEK,RON,0.44287051
2024-03-14,SEK,DKK,0.66433249
2024-03-14,SEK,CZK,2.24491069
2024-03-14,PLN,NOK,2.67078141
2024-03-14,PLN,EUR,0.23291021
2024-03-14,PLN,SEK,2.61430069
2024-03-14,PLN,RON,1.15779667
2024-03-14,PLN,DKK,1.73676488
2024-03-14,PLN,CZK,5.86887155
2024-03-14,RON,NOK,2.30677932
2024-03-14,RON,EUR,0.20116677
2024-03-14,RON,SEK,2.25799638
2024-03-14,RON,PLN,0.86370952
2024-03-14,RON,DKK,1.50006035
2024-03-14,RON,CZK,5.0690002
2024-03-14,DKK,NOK,1.53779101
2024-03-14,DKK,EUR,0.13410578
2024-03-14,DKK,SEK,1.50527036
2024-03-14,DKK,PLN,0.57578318
2024-03-14,DKK,RON,0.66663985
2024-03-14,DKK,CZK,3.37919751
2024-03-14,CZK,NOK,0.4550758
2024-03-14,CZK,EUR,0.03968569
2024-03-14,CZK,SEK,0.44545202
2024-03-14,CZK,PLN,0.17039051
2024-03-14,CZK,RON,0.19727756
2024-03-14,CZK,DKK,0.29592825
2024-03-15,NOK,EUR,0.08680179
2024-03-15,NOK,SEK,0.97803047
2024-03-15,NOK,PLN,0.37283972
2024-03-15,NOK,RON,0.43150037
2024-03-15,NOK,DKK,0.64728961
2024-03-15,NOK,CZK,2.1844538
2024-03-15,EUR,NOK,11.5205
2024-03-15,EUR,SEK,11.2674
2024-03-15,EUR,PLN,4.2953
2024-03-15,EUR,RON,4.9711
2024-03-15,EUR,DKK,7.4571
2024-03-15,EUR,CZK,25.166
2024-03-15,SEK,NOK,1.02246303
2024-03-15,SEK,EUR,0.08875162
2024-03-15,SEK,PLN,0.38121483
2024-03-15,SEK,RON,0.44119318
2024-03-15,SEK,DKK,0.6618297
2024-03-15,SEK,CZK,2.23352326
2024-03-15,PLN,NOK,2.68211766
2024-03-15,PLN,EUR,0.23281261
2024-03-15,PLN,SEK,2.62319279
2024-03-15,PLN,RON,1.15733476
2024-03-15,PLN,DKK,1.73610691
2024-03-15,PLN,CZK,5.85896212
2024-03-15,RON,NOK,2.31749512
2024-03-15,RON,EUR,0.20116272
2024-03-15,RON,SEK,2.26658084
2024-03-15,RON,PLN,0.86405423
2024-03-15,RON,DKK,1.50009052
2024-03-15,RON,CZK,5.06246102
2024-03-15,DKK,NOK,1.54490351
2024-03-15,DKK,EUR,0.13410039
2024-03-15,DKK,SEK,1.51096271
2024-03-15,DKK,PLN,0.57600139
2024-03-15,DKK,RON,0.66662644
2024-03-15,DKK,CZK,3.37477035
2024-03-15,CZK,NOK,0.45778034
2024-03-15,CZK,EUR,0.03973615
2024-03-15,CZK,SEK,0.44772312
2024-03-15,CZK,PLN,0.17067869
2024-03-15,CZK,RON,0.19753238
2024-03-15,CZK,DKK,0.29631646
2024-03-18,NOK,EUR,0.08653139
2024-03-18,NOK,SEK,0.97934496
2024-03-18,NOK,PLN,0.37306278
2024-03-18,NOK,RON,0.43019945
2024-03-18,NOK,DKK,0.64529053
2024-03-18,NOK,CZK,2.18059101
2024-03-18,EUR,NOK,11.5565
2024-03-18,EUR,SEK,11.3178
2024-03-18,EUR,PLN,4.3113
2024-03-18,EUR,RON,4.9716
2024-03-18,EUR,DKK,7.4573
2024-03-18,EUR,CZK,25.2
2024-03-18,SEK,NOK,1.02109067
2024-03-18,SEK,EUR,0.08835639
2024-03-18,SEK,PLN,0.38093092
2024-03-18,SEK,RON,0.43927265
2024-03-18,SEK,DKK,0.65890014
2024-03-18,SEK,CZK,2.22658114
2024-03-18,PLN,NOK,2.680514
2024-03-18,PLN,EUR,0.2319486
2024-03-18,PLN,SEK,2.62514787
2024-03-18,PLN,RON,1.15315566
2024-03-18,PLN,DKK,1.7297103
2024-03-18,PLN,CZK,5.84510472
2024-03-18,RON,NOK,2.32450318
2024-03-18,RON,EUR,0.20114249
2024-03-18,RON,SEK,2.27649047
2024-03-18,RON,PLN,0.86718561
2024-03-18,RON,DKK,1.49997989
2024-03-18,RON,CZK,5.06879073
2024-03-18,DKK,NOK,1.54968957
2024-03-18,DKK,EUR,0.13409679
2024-03-18,DKK,SEK,1.51768066
2024-03-18,DKK,PLN,0.5781315
2024-03-18,DKK,RON,0.66667561
2024-03-18,DKK,CZK,3.37923913
2024-03-18,CZK,NOK,0.45859127
2024-03-18,CZK,EUR,0.03968254
2024-03-18,CZK,SEK,0.44911905
2024-03-18,CZK,PLN,0.17108333
2024-03-18,CZK,RON,0.19728571
2024-03-18,CZK,DKK,0.2959246
2024-03-19,NOK,EUR,0.08621805
2024-03-19,NOK,SEK,0.97827305
2024-03-19,NOK,PLN,0.37254817
2024-03-19,NOK,RON,0.4288658
2024-03-19,NOK,DKK,0.64293659
2024-03-19,NOK,CZK,2.17855757
2024-03-19,EUR,NOK,11.5985
2024-03-19,EUR,SEK,11.3465
2024-03-19,EUR,PLN,4.321
2024-03-19,EUR,RON,4.9742
2024-03-19,EUR,DKK,7.4571
2024-03-19,EUR,CZK,25.268
2024-03-19,SEK,NOK,1.02220949
2024-03-19,SEK,EUR,0.0881329
2024-03-19,SEK,PLN,0.38082228
2024-03-19,SEK,RON,0.43839069
2024-03-19,SEK,DKK,0.65721588
2024-03-19,SEK,CZK,2.22694223
2024-03-19,PLN,NOK,2.68421662
2024-03-19,PLN,EUR,0.23142791
2024-03-19,PLN,SEK,2.62589678
2024-03-19,PLN,RON,1.15116871
2024-03-19,PLN,DKK,1.72578107
2024-03-19,PLN,CZK,5.84772044
2024-03-19,RON,NOK,2.33173174
2024-03-19,RON,EUR,0.20103735
2024-03-19,RON,SEK,2.28107032
2024-03-19,RON,PLN,0.8686824
2024-03-19,RON,DKK,1.49915564
2024-03-19,RON,CZK,5.07981183
2024-03-19,DKK,NOK,1.55536335
2024-03-19,DKK,EUR,0.13410039
2024-03-19,DKK,SEK,1.52157005
2024-03-19,DKK,PLN,0.57944777
2024-03-19,DKK,RON,0.66704215
2024-03-19,DKK,CZK,3.38844859
2024-03-19,CZK,NOK,0.45901931
2024-03-19,CZK,EUR,0.03957575
2024-03-19,CZK,SEK,0.44904622
2024-03-19,CZK,PLN,0.17100681
2024-03-19,CZK,RON,0.19685769
2024-03-19,CZK,DKK,0.29512031
2024-03-20,NOK,EUR,0.08641175
2024-03-20,NOK,SEK,0.9815943
2024-03-20,NOK,PLN,0.37371355
2024-03-20,NOK,RON,0.42964787
2024-03-20,NOK,DKK,0.64438972
2024-03-20,NOK,CZK,2.1852668
2024-03-20,EUR,NOK,11.5725
2024-03-20,EUR,SEK,11.3595
2024-03-20,EUR,PLN,4.3248
2024-03-20,EUR,RON,4.9721
2024-03-20,EUR,DKK,7.4572
2024-03-20,EUR,CZK,25.289
2024-03-20,SEK,NOK,1.01875083
2024-03-20,SEK,EUR,0.08803204
2024-03-20,SEK,PLN,0.38072098
2024-03-20,SEK,RON,0.43770412
2024-03-20,SEK,DKK,0.65647256
2024-03-20,SEK,CZK,2.22624235
2024-03-20,PLN,NOK,2.67584628
2024-03-20,PLN,EUR,0.23122457
2024-03-20,PLN,SEK,2.62659545
2024-03-20,PLN,RON,1.14967166
2024-03-20,PLN,DKK,1.72428783
2024-03-20,PLN,CZK,5.84743803
2024-03-20,RON,NOK,2.32748738
2024-03-20,RON,EUR,0.20112226
2024-03-20,RON,SEK,2.28464834
2024-03-20,RON,PLN,0.86981356
2024-03-20,RON,DKK,1.49980893
2024-03-20,RON,CZK,5.08618089
2024-03-20,DKK,NOK,1.55185592
2024-03-20,DKK,EUR,0.13409859
2024-03-20,DKK,SEK,1.52329292
2024-03-20,DKK,PLN,0.57994958
2024-03-20,DKK,RON,0.6667516
2024-03-20,DKK,CZK,3.39121922
2024-03-20,CZK,NOK,0.45761003
2024-03-20,CZK,EUR,0.03954288
2024-03-20,CZK,SEK,0.44918739
2024-03-20,CZK,PLN,0.17101507
2024-03-20,CZK,RON,0.19661117
2024-03-20,CZK,DKK,0.2948792
2024-03-21,NOK,EUR,0.08663259
2024-03-21,NOK,SEK,0.98453608
2024-03-21,NOK,PLN,0.37276271
2024-03-21,NOK,RON,0.43085853
2024-03-21,NOK,DKK,0.6460972
2024-03-21,NOK,CZK,2.1868665
2024-03-21,EUR,NOK,11.543
2024-03-21,EUR,SEK,11.3645
2024-03-21,EUR,PLN,4.3028
2024-03-21,EUR,RON,4.9734
2024-03-21,EUR,DKK,7.4579
2024-03-21,EUR,CZK,25.243
2024-03-21,SEK,NOK,1.01570681
2024-03-21,SEK,EUR,0.08799331
2024-03-21,SEK,PLN,0.37861763
2024-03-21,SEK,RON,0.43762594
2024-03-21,SEK,DKK,0.65624533
2024-03-21,SEK,CZK,2.22121519
2024-03-21,PLN,NOK,2.68267175
2024-03-21,PLN,EUR,0.2324068
2024-03-21,PLN,SEK,2.64118713
2024-03-21,PLN,RON,1.155852
2024-03-21,PLN,DKK,1.73326671
2024-03-21,PLN,CZK,5.86664498
2024-03-21,RON,NOK,2.32094744
2024-03-21,RON,EUR,0.20106969
2024-03-21,RON,SEK,2.2850565
2024-03-21,RON,PLN,0.86516267
2024-03-21,RON,DKK,1.49955765
2024-03-21,RON,CZK,5.0756022
2024-03-21,DKK,NOK,1.54775473
2024-03-21,DKK,EUR,0.134086
2024-03-21,DKK,SEK,1.52382038
2024-03-21,DKK,PLN,0.57694525
2024-03-21,DKK,RON,0.66686333
2024-03-21,DKK,CZK,3.38473297
2024-03-21,CZK,NOK,0.45727528
2024-03-21,CZK,EUR,0.03961494
2024-03-21,CZK,SEK,0.45020402
2024-03-21,CZK,PLN,0.17045518
2024-03-21,CZK,RON,0.19702096
2024-03-21,CZK,DKK,0.29544428
2024-03-22,NOK,EUR,0.08608074
2024-03-22,NOK,SEK,0.98153568
2024-03-22,NOK,PLN,0.37161057
2024-03-22,NOK,RON,0.42805371
2024-03-22,NOK,DKK,0.64199879
2024-03-22,NOK,CZK,2.18395455
2024-03-22,EUR,NOK,11.617
2024-03-22,EUR,SEK,11.4025
2024-03-22,EUR,PLN,4.317
2024-03-22,EUR,RON,4.9727
2024-03-22,EUR,DKK,7.4581
2024-03-22,EUR,CZK,25.371
2024-03-22,SEK,NOK,1.01881166
2024-03-22,SEK,EUR,0.08770007
2024-03-22,SEK,PLN,0.37860118
2024-03-22,SEK,RON,0.43610612
2024-03-22,SEK,DKK,0.65407586
2024-03-22,SEK,CZK,2.22503837
2024-03-22,PLN,NOK,2.69098911
2024-03-22,PLN,EUR,0.23164234
2024-03-22,PLN,SEK,2.64130183
2024-03-22,PLN,RON,1.15188789
2024-03-22,PLN,DKK,1.72761177
2024-03-22,PLN,CZK,5.87699792
2024-03-22,RON,NOK,2.33615541
2024-03-22,RON,EUR,0.201098
2024-03-22,RON,SEK,2.29301989
2024-03-22,RON,PLN,0.86814004
2024-03-22,RON,DKK,1.49980896
2024-03-22,RON,CZK,5.10205723
2024-03-22,DKK,NOK,1.55763532
2024-03-22,DKK,EUR,0.13408241
2024-03-22,DKK,SEK,1.52887465
2024-03-22,DKK,PLN,0.57883375
2024-03-22,DKK,RON,0.66675159
2024-03-22,DKK,CZK,3.40180475
2024-03-22,CZK,NOK,0.45788499
2024-03-22,CZK,EUR,0.03941508
2024-03-22,CZK,SEK,0.44943045
2024-03-22,CZK,PLN,0.1701549
2024-03-22,CZK,RON,0.19599937
2024-03-22,CZK,DKK,0.29396161
2024-03-25,NOK,EUR,0.08616975
2024-03-25,NOK,SEK,0.98724688
2024-03-25,NOK,PLN,0.37120207
2024-03-25,NOK,RON,0.42836708
2024-03-25,NOK,DKK,0.64269711
2024-03-25,NOK,CZK,2.17716502
2024-03-25,EUR,NOK,11.605
2024-03-25,EUR,SEK,11.457
2024-03-25,EUR,PLN,4.3078
2024-03-25,EUR,RON,4.9712
2024-03-25,EUR,DKK,7.4585
2024-03-25,EUR,CZK,25.266
2024-03-25,SEK,NOK,1.01291787
2024-03-25,SEK,EUR,0.08728288
2024-03-25,SEK,PLN,0.37599721
2024-03-25,SEK,RON,0.43390067
2024-03-25,SEK,DKK,0.65099939
2024-03-25,SEK,CZK,2.20528934
2024-03-25,PLN,NOK,2.69395051
2024-03-25,PLN,EUR,0.23213705
2024-03-25,PLN,SEK,2.65959422
2024-03-25,PLN,RON,1.15399972
2024-03-25,PLN,DKK,1.73139422
2024-03-25,PLN,CZK,5.8651748
2024-03-25,RON,NOK,2.33444641
2024-03-25,RON,EUR,0.20115867
2024-03-25,RON,SEK,2.30467493
2024-03-25,RON,PLN,0.86655134
2024-03-25,RON,DKK,1.50034197
2024-03-25,RON,CZK,5.08247506
2024-03-25,DKK,NOK,1.55594288
2024-03-25,DKK,EUR,0.13407522
2024-03-25,DKK,SEK,1.53609975
2024-03-25,DKK,PLN,0.57756922
2024-03-25,DKK,RON,0.66651471
2024-03-25,DKK,CZK,3.38754441
2024-03-25,CZK,NOK,0.45931291
2024-03-25,CZK,EUR,0.03957888
2024-03-25,CZK,SEK,0.45345524
2024-03-25,CZK,PLN,0.1704979
2024-03-25,CZK,RON,0.19675453
2024-03-25,CZK,DKK,0.29519908
2024-03-26,NOK,EUR,0.08601411
2024-03-26,NOK,SEK,0.98511956
2024-03-26,NOK,PLN,0.37066059
2024-03-26,NOK,RON,0.42750731
2024-03-26,NOK,DKK,0.64157922
2024-03-26,NOK,CZK,2.17417857
2024-03-26,EUR,NOK,11.626
2024-03-26,EUR,SEK,11.453
2024-03-26,EUR,PLN,4.3093
2024-03-26,EUR,RON,4.9702
2024-03-26,EUR,DKK,7.459
2024-03-26,EUR,CZK,25.277
2024-03-26,SEK,NOK,1.01510521
2024-03-26,SEK,EUR,0.08731337
2024-03-26,SEK,PLN,0.3762595
2024-03-26,SEK,RON,0.4339649
2024-03-26,SEK,DKK,0.65127041
2024-03-26,SEK,CZK,2.20701999
2024-03-26,PLN,NOK,2.69788597
2024-03-26,PLN,EUR,0.23205625
2024-03-26,PLN,SEK,2.65774024
2024-03-26,PLN,RON,1.15336598
2024-03-26,PLN,DKK,1.73090757
2024-03-26,PLN,CZK,5.86568584
2024-03-26,RON,NOK,2.33914128
2024-03-26,RON,EUR,0.20119915
2024-03-26,RON,SEK,2.30433383
2024-03-26,RON,PLN,0.86702748
2024-03-26,RON,DKK,1.50074444
2024-03-26,RON,CZK,5.08571084
2024-03-26,DKK,NOK,1.55865398
2024-03-26,DKK,EUR,0.13406623
2024-03-26,DKK,SEK,1.53546052
2024-03-26,DKK,PLN,0.5777316
2024-03-26,DKK,RON,0.66633597
2024-03-26,DKK,CZK,3.38879206
2024-03-26,CZK,NOK,0.45994382
2024-03-26,CZK,EUR,0.03956166
2024-03-26,CZK,SEK,0.45309966
2024-03-26,CZK,PLN,0.17048305
2024-03-26,CZK,RON,0.19662935
2024-03-26,CZK,DKK,0.2950904
2024-03-27,NOK,EUR,0.08559812
2024-03-27,NOK,SEK,0.98489193
2024-03-27,NOK,PLN,0.36933875
2024-03-27,NOK,RON,0.4256024
2024-03-27,NOK,DKK,0.63840788
2024-03-27,NOK,CZK,2.16725872
2024-03-27,EUR,NOK,11.6825
2024-03-27,EUR,SEK,11.506
2024-03-27,EUR,PLN,4.3148
2024-03-27,EUR,RON,4.9721
2024-03-27,EUR,DKK,7.4582
2024-03-27,EUR,CZK,25.319
2024-03-27,SEK,NOK,1.01533982
2024-03-27,SEK,EUR,0.08691118
2024-03-27,SEK,PLN,0.37500435
2024-03-27,SEK,RON,0.43213106
2024-03-27,SEK,DKK,0.64820094
2024-03-27,SEK,CZK,2.20050408
2024-03-27,PLN,NOK,2.70754149
2024-03-27,PLN,EUR,0.23176045
2024-03-27,PLN,SEK,2.66663577
2024-03-27,PLN,RON,1.15233615
2024-03-27,PLN,DKK,1.72851581
2024-03-27,PLN,CZK,5.86794289
2024-03-27,RON,NOK,2.34961083
2024-03-27,RON,EUR,0.20112226
2024-03-27,RON,SEK,2.31411275
2024-03-27,RON,PLN,0.86780234
2024-03-27,RON,DKK,1.50001006
2024-03-27,RON,CZK,5.09221456
2024-03-27,DKK,NOK,1.56639672
2024-03-27,DKK,EUR,0.13408061
2024-03-27,DKK,SEK,1.54273149
2024-03-27,DKK,PLN,0.57853101
2024-03-27,DKK,RON,0.6666622
2024-03-27,DKK,CZK,3.39478695
2024-03-27,CZK,NOK,0.46141238
2024-03-27,CZK,EUR,0.03949603
2024-03-27,CZK,SEK,0.45444133
2024-03-27,CZK,PLN,0.17041747
2024-03-27,CZK,RON,0.19637821
2024-03-27,CZK,DKK,0.2945693
2024-03-28,NOK,EUR,0.08547739
2024-03-28,NOK,SEK,0.98512693
2024-03-28,NOK,PLN,0.36860415
2024-03-28,NOK,RON,0.42512181
2024-03-28,NOK,DKK,0.63749038
2024-03-28,NOK,CZK,2.16300539
2024-03-28,EUR,NOK,11.699
2024-03-28,EUR,SEK,11.525
2024-03-28,EUR,PLN,4.3123
2024-03-28,EUR,RON,4.9735
2024-03-28,EUR,DKK,7.458
2024-03-28,EUR,CZK,25.305
2024-03-28,SEK,NOK,1.01509761
2024-03-28,SEK,EUR,0.0867679
2024-03-28,SEK,PLN,0.3741692
2024-03-28,SEK,RON,0.43154013
2024-03-28,SEK,DKK,0.64711497
2024-03-28,SEK,CZK,2.19566161
2024-03-28,PLN,NOK,2.71293741
2024-03-28,PLN,EUR,0.23189481
2024-03-28,PLN,SEK,2.67258771
2024-03-28,PLN,RON,1.15332885
2024-03-28,PLN,DKK,1.72947151
2024-03-28,PLN,CZK,5.86809823
2024-03-28,RON,NOK,2.35226702
2024-03-28,RON,EUR,0.20106565
2024-03-28,RON,SEK,2.31728159
2024-03-28,RON,PLN,0.86705539
2024-03-28,RON,DKK,1.4995476
2024-03-28,RON,CZK,5.08796622
2024-03-28,DKK,NOK,1.56865111
2024-03-28,DKK,EUR,0.1340842
2024-03-28,DKK,SEK,1.54532046
2024-03-28,DKK,PLN,0.57821132
2024-03-28,DKK,RON,0.66686779
2024-03-28,DKK,CZK,3.3930008
2024-03-28,CZK,NOK,0.4623197
2024-03-28,CZK,EUR,0.03951788
2024-03-28,CZK,SEK,0.45544359
2024-03-28,CZK,PLN,0.17041296
2024-03-28,CZK,RON,0.19654219
2024-03-28,CZK,DKK,0.29472436
2024-04-02,NOK,EUR,0.08541168
2024-04-02,NOK,SEK,0.98714554
2024-04-02,NOK,PLN,0.36674069
2024-04-02,NOK,RON,0.42448753
2024-04-02,NOK,DKK,0.63701742
2024-04-02,NOK,CZK,2.16612573
2024-04-02,EUR,NOK,11.708
2024-04-02,EUR,SEK,11.5575
2024-04-02,EUR,PLN,4.2938
2024-04-02,EUR,RON,4.9699
2024-04-02,EUR,DKK,7.4582
2024-04-02,EUR,CZK,25.361
2024-04-02,SEK,NOK,1.01302185
2024-04-02,SEK,EUR,0.0865239
2024-04-02,SEK,PLN,0.37151633
2024-04-02,SEK,RON,0.43001514
2024-04-02,SEK,DKK,0.64531257
2024-04-02,SEK,CZK,2.19433268
2024-04-02,PLN,NOK,2.72672225
2024-04-02,PLN,EUR,0.23289394
2024-04-02,PLN,SEK,2.69167171
2024-04-02,PLN,RON,1.15745959
2024-04-02,PLN,DKK,1.73696958
2024-04-02,PLN,CZK,5.90642321
2024-04-02,RON,NOK,2.35578181
2024-04-02,RON,EUR,0.20121129
2024-04-02,RON,SEK,2.32549951
2024-04-02,RON,PLN,0.86396105
2024-04-02,RON,DKK,1.50067406
2024-04-02,RON,CZK,5.10291958
2024-04-02,DKK,NOK,1.56981577
2024-04-02,DKK,EUR,0.13408061
2024-04-02,DKK,SEK,1.54963664
2024-04-02,DKK,PLN,0.57571532
2024-04-02,DKK,RON,0.66636722
2024-04-02,DKK,CZK,3.40041833
2024-04-02,CZK,NOK,0.46165372
2024-04-02,CZK,EUR,0.03943062
2024-04-02,CZK,SEK,0.45571941
2024-04-02,CZK,PLN,0.1693072
2024-04-02,CZK,RON,0.19596625
2024-04-02,CZK,DKK,0.29408146
2024-04-03,NOK,EUR,0.08577801
2024-04-03,NOK,SEK,0.99288043
2024-04-03,NOK,PLN,0.36857094
2024-04-03,NOK,RON,0.42620518
2024-04-03,NOK,DKK,0.63980957
2024-04-03,NOK,CZK,2.17464402
2024-04-03,EUR,NOK,11.658
2024-04-03,EUR,SEK,11.575
2024-04-03,EUR,PLN,4.2968
2024-04-03,EUR,RON,4.9687
2024-04-03,EUR,DKK,7.4589
2024-04-03,EUR,CZK,25.352
2024-04-03,SEK,NOK,1.00717063
2024-04-03,SEK,EUR,0.08639309
2024-04-03,SEK,PLN,0.37121382
2024-04-03,SEK,RON,0.42926134
2024-04-03,SEK,DKK,0.64439741
2024-04-03,SEK,CZK,2.19023758
2024-04-03,PLN,NOK,2.7131819
2024-04-03,PLN,EUR,0.23273133
2024-04-03,PLN,SEK,2.6938652
2024-04-03,PLN,RON,1.15637218
2024-04-03,PLN,DKK,1.73591975
2024-04-03,PLN,CZK,5.9002048
2024-04-03,RON,NOK,2.34628776
2024-04-03,RON,EUR,0.20125989
2024-04-03,RON,SEK,2.32958319
2024-04-03,RON,PLN,0.86477348
2024-04-03,RON,DKK,1.50117737
2024-04-03,RON,CZK,5.10234065
2024-04-03,DKK,NOK,1.56296505
2024-04-03,DKK,EUR,0.13406803
2024-04-03,DKK,SEK,1.5518374
2024-04-03,DKK,PLN,0.57606349
2024-04-03,DKK,RON,0.6661438
2024-04-03,DKK,CZK,3.3988926
2024-04-03,CZK,NOK,0.45984538
2024-04-03,CZK,EUR,0.03944462
2024-04-03,CZK,SEK,0.45657147
2024-04-03,CZK,PLN,0.16948564
2024-04-03,CZK,RON,0.19598848
2024-04-03,CZK,DKK,0.29421347
2024-04-04,NOK,EUR,0.0861141
2024-04-04,NOK,SEK,0.99121636
2024-04-04,NOK,PLN,0.36990312
2024-04-04,NOK,RON,0.42787513
2024-04-04,NOK,DKK,0.64231647
2024-04-04,NOK,CZK,2.18058127
2024-04-04,EUR,NOK,11.6125
2024-04-04,EUR,SEK,11.5105
2024-04-04,EUR,PLN,4.2955
2024-04-04,EUR,RON,4.9687
2024-04-04,EUR,DKK,7.4589
2024-04-04,EUR,CZK,25.322
2024-04-04,SEK,NOK,1.00886147
2024-04-04,SEK,EUR,0.0868772
2024-04-04,SEK,PLN,0.37318101
2024-04-04,SEK,RON,0.43166674
2024-04-04,SEK,DKK,0.64800834
2024-04-04,SEK,CZK,2.19990444
2024-04-04,PLN,NOK,2.70341055
2024-04-04,PLN,EUR,0.23280177
2024-04-04,PLN,SEK,2.67966477
2024-04-04,PLN,RON,1.15672215
2024-04-04,PLN,DKK,1.73644512
2024-04-04,PLN,CZK,5.8950064
2024-04-04,RON,NOK,2.33713044
2024-04-04,RON,EUR,0.20125989
2024-04-04,RON,SEK,2.31660193
2024-04-04,RON,PLN,0.86451184
2024-04-04,RON,DKK,1.50117737
2024-04-04,RON,CZK,5.09630286
2024-04-04,DKK,NOK,1.55686495
2024-04-04,DKK,EUR,0.13406803
2024-04-04,DKK,SEK,1.54319001
2024-04-04,DKK,PLN,0.57588921
2024-04-04,DKK,RON,0.6661438
2024-04-04,DKK,CZK,3.39487056
2024-04-04,CZK,NOK,0.45859332
2024-04-04,CZK,EUR,0.03949135
2024-04-04,CZK,SEK,0.4545652
2024-04-04,CZK,PLN,0.1696351
2024-04-04,CZK,RON,0.19622068
2024-04-04,CZK,DKK,0.29456204
2024-04-05,NOK,EUR,0.08611929
2024-04-05,NOK,SEK,0.99261096
2024-04-05,NOK,PLN,0.36889199
2024-04-05,NOK,RON,0.42781481
2024-04-05,NOK,DKK,0.6423638
2024-04-05,NOK,CZK,2.17761243
2024-04-05,EUR,NOK,11.6118
2024-04-05,EUR,SEK,11.526
2024-04-05,EUR,PLN,4.2835
2024-04-05,EUR,RON,4.9677
2024-04-05,EUR,DKK,7.459
2024-04-05,EUR,CZK,25.286
2024-04-05,SEK,NOK,1.00744404
2024-04-05,SEK,EUR,0.08676037
2024-04-05,SEK,PLN,0.37163804
2024-04-05,SEK,RON,0.43099948
2024-04-05,SEK,DKK,0.64714558
2024-04-05,SEK,CZK,2.19382266
2024-04-05,PLN,NOK,2.71082059
2024-04-05,PLN,EUR,0.23345395
2024-04-05,PLN,SEK,2.69079024
2024-04-05,PLN,RON,1.15972919
2024-04-05,PLN,DKK,1.74133302
2024-04-05,PLN,CZK,5.90311661
2024-04-05,RON,NOK,2.33745999
2024-04-05,RON,EUR,0.2013004
2024-04-05,RON,SEK,2.32018842
2024-04-05,RON,PLN,0.86227027
2024-04-05,RON,DKK,1.50149969
2024-04-05,RON,CZK,5.09008193
2024-04-05,DKK,NOK,1.55675023
2024-04-05,DKK,EUR,0.13406623
2024-04-05,DKK,SEK,1.54524735
2024-04-05,DKK,PLN,0.57427269
2024-04-05,DKK,RON,0.6660008
2024-04-05,DKK,CZK,3.38999866
2024-04-05,CZK,NOK,0.45921854
2024-04-05,CZK,EUR,0.03954758
2024-04-05,CZK,SEK,0.45582536
2024-04-05,CZK,PLN,0.16940204
2024-04-05,CZK,RON,0.19646049
2024-04-05,CZK,DKK,0.29498537
2024-04-08,NOK,EUR,0.08627755
2024-04-08,NOK,SEK,0.98938786
2024-04-08,NOK,PLN,0.36903499
2024-04-08,NOK,RON,0.42863552
2024-04-08,NOK,DKK,0.64352703
2024-04-08,NOK,CZK,2.18748113
2024-04-08,EUR,NOK,11.5905
2024-04-08,EUR,SEK,11.4675
2024-04-08,EUR,PLN,4.2773
2024-04-08,EUR,RON,4.9681
2024-04-08,EUR,DKK,7.4588
2024-04-08,EUR,CZK,25.354
2024-04-08,SEK,NOK,1.01072596
2024-04-08,SEK,EUR,0.08720296
2024-04-08,SEK,PLN,0.37299324
2024-04-08,SEK,RON,0.43323305
2024-04-08,SEK,DKK,0.65042947
2024-04-08,SEK,CZK,2.21094397
2024-04-08,PLN,NOK,2.70977018
2024-04-08,PLN,EUR,0.23379235
2024-04-08,PLN,SEK,2.68101372
2024-04-08,PLN,RON,1.16150375
