rate_date,base_currency,quote_currency,exchange_rate
2025-03-21,RON,PLN,0.84434398
2025-03-21,RON,DKK,1.49881455
2025-03-21,RON,CZK,5.01928873
2025-03-21,DKK,NOK,1.52836613
2025-03-21,DKK,EUR,0.13405545
2025-03-21,DKK,SEK,1.46562818
2025-03-21,DKK,PLN,0.5633412
2025-03-21,DKK,RON,0.66719395
2025-03-21,DKK,CZK,3.34883908
2025-03-21,CZK,NOK,0.45638685
2025-03-21,CZK,EUR,0.04003042
2025-03-21,CZK,SEK,0.43765262
2025-03-21,CZK,PLN,0.16821985
2025-03-21,CZK,RON,0.19923142
2025-03-21,CZK,DKK,0.29861094
2025-03-24,NOK,EUR,0.08787732
2025-03-24,NOK,SEK,0.96287183
2025-03-24,NOK,PLN,0.3669757
2025-03-24,NOK,RON,0.43724241
2025-03-24,NOK,DKK,0.65548574
2025-03-24,NOK,CZK,2.19429676
2025-03-24,EUR,NOK,11.3795
2025-03-24,EUR,SEK,10.957
2025-03-24,EUR,PLN,4.176
2025-03-24,EUR,RON,4.9756
2025-03-24,EUR,DKK,7.4591
2025-03-24,EUR,CZK,24.97
2025-03-24,SEK,NOK,1.03855982
2025-03-24,SEK,EUR,0.09126586
2025-03-24,SEK,PLN,0.38112622
2025-03-24,SEK,RON,0.4541024
2025-03-24,SEK,DKK,0.68076116
2025-03-24,SEK,CZK,2.27890846
2025-03-24,PLN,NOK,2.72497605
2025-03-24,PLN,EUR,0.2394636
2025-03-24,PLN,SEK,2.62380268
2025-03-24,PLN,RON,1.1914751
2025-03-24,PLN,DKK,1.78618295
2025-03-24,PLN,CZK,5.97940613
2025-03-24,RON,NOK,2.28706086
2025-03-24,RON,EUR,0.20098079
2025-03-24,RON,SEK,2.20214647
2025-03-24,RON,PLN,0.83929576
2025-03-24,RON,DKK,1.49913578
2025-03-24,RON,CZK,5.01849023
2025-03-24,DKK,NOK,1.5255862
2025-03-24,DKK,EUR,0.13406443
2025-03-24,DKK,SEK,1.46894397
2025-03-24,DKK,PLN,0.55985307
2025-03-24,DKK,RON,0.66705098
2025-03-24,DKK,CZK,3.34758885
2025-03-24,CZK,NOK,0.45572687
2025-03-24,CZK,EUR,0.04004806
2025-03-24,CZK,SEK,0.43880657
2025-03-24,CZK,PLN,0.16724069
2025-03-24,CZK,RON,0.19926312
2025-03-24,CZK,DKK,0.29872247
2025-03-25,NOK,EUR,0.08842515
2025-03-25,NOK,SEK,0.95477054
2025-03-25,NOK,PLN,0.3681581
2025-03-25,NOK,RON,0.43996817
2025-03-25,NOK,DKK,0.65964276
2025-03-25,NOK,CZK,2.20037139
2025-03-25,EUR,NOK,11.309
2025-03-25,EUR,SEK,10.7975
2025-03-25,EUR,PLN,4.1635
2025-03-25,EUR,RON,4.9756
2025-03-25,EUR,DKK,7.4599
2025-03-25,EUR,CZK,24.884
2025-03-25,SEK,NOK,1.04737208
2025-03-25,SEK,EUR,0.09261403
2025-03-25,SEK,PLN,0.38559852
2025-03-25,SEK,RON,0.46081037
2025-03-25,SEK,DKK,0.69089141
2025-03-25,SEK,CZK,2.30460755
2025-03-25,PLN,NOK,2.71622433
2025-03-25,PLN,EUR,0.24018254
2025-03-25,PLN,SEK,2.59337096
2025-03-25,PLN,RON,1.19505224
2025-03-25,PLN,DKK,1.79173772
2025-03-25,PLN,CZK,5.97670229
2025-03-25,RON,NOK,2.27289171
2025-03-25,RON,EUR,0.20098079
2025-03-25,RON,SEK,2.17009004
2025-03-25,RON,PLN,0.8367835
2025-03-25,RON,DKK,1.49929657
2025-03-25,RON,CZK,5.00120588
2025-03-25,DKK,NOK,1.51597206
2025-03-25,DKK,EUR,0.13405005
2025-03-25,DKK,SEK,1.44740546
2025-03-25,DKK,PLN,0.5581174
2025-03-25,DKK,RON,0.66697945
2025-03-25,DKK,CZK,3.33570155
2025-03-25,CZK,NOK,0.45446873
2025-03-25,CZK,EUR,0.04018647
2025-03-25,CZK,SEK,0.43391336
2025-03-25,CZK,PLN,0.16731635
2025-03-25,CZK,RON,0.19995178
2025-03-25,CZK,DKK,0.29978701
2025-03-26,NOK,EUR,0.08803979
2025-03-26,NOK,SEK,0.95430735
2025-03-26,NOK,PLN,0.36761016
2025-03-26,NOK,RON,0.43811243
2025-03-26,NOK,DKK,0.65682088
2025-03-26,NOK,CZK,2.19518422
2025-03-26,EUR,NOK,11.3585
2025-03-26,EUR,SEK,10.8395
2025-03-26,EUR,PLN,4.1755
2025-03-26,EUR,RON,4.9763
2025-03-26,EUR,DKK,7.4605
2025-03-26,EUR,CZK,24.934
2025-03-26,SEK,NOK,1.04788044
2025-03-26,SEK,EUR,0.09225518
2025-03-26,SEK,PLN,0.38521149
2025-03-26,SEK,RON,0.45908944
2025-03-26,SEK,DKK,0.68826975
2025-03-26,SEK,CZK,2.3002906
2025-03-26,PLN,NOK,2.72027302
2025-03-26,PLN,EUR,0.23949228
2025-03-26,PLN,SEK,2.59597653
2025-03-26,PLN,RON,1.19178541
2025-03-26,PLN,DKK,1.78673213
2025-03-26,PLN,CZK,5.97150042
2025-03-26,RON,NOK,2.28251914
2025-03-26,RON,EUR,0.20095251
2025-03-26,RON,SEK,2.17822479
2025-03-26,RON,PLN,0.83907723
2025-03-26,RON,DKK,1.49920624
2025-03-26,RON,CZK,5.01055001
2025-03-26,DKK,NOK,1.52248509
2025-03-26,DKK,EUR,0.13403927
2025-03-26,DKK,SEK,1.45291871
2025-03-26,DKK,PLN,0.55968099
2025-03-26,DKK,RON,0.66701964
2025-03-26,DKK,CZK,3.34213525
2025-03-26,CZK,NOK,0.45554263
2025-03-26,CZK,EUR,0.04010588
2025-03-26,CZK,SEK,0.43472768
2025-03-26,CZK,PLN,0.1674621
2025-03-26,CZK,RON,0.19957889
2025-03-26,CZK,DKK,0.29920991
2025-03-27,NOK,EUR,0.08815621
2025-03-27,NOK,SEK,0.95415877
2025-03-27,NOK,PLN,0.36997399
2025-03-27,NOK,RON,0.43877992
2025-03-27,NOK,DKK,0.65768943
2025-03-27,NOK,CZK,2.20231851
2025-03-27,EUR,NOK,11.3435
2025-03-27,EUR,SEK,10.8235
2025-03-27,EUR,PLN,4.1968
2025-03-27,EUR,RON,4.9773
2025-03-27,EUR,DKK,7.4605
2025-03-27,EUR,CZK,24.982
2025-03-27,SEK,NOK,1.04804361
2025-03-27,SEK,EUR,0.09239156
2025-03-27,SEK,PLN,0.38774888
2025-03-27,SEK,RON,0.45986049
2025-03-27,SEK,DKK,0.6892872
2025-03-27,SEK,CZK,2.30812584
2025-03-27,PLN,NOK,2.70289268
2025-03-27,PLN,EUR,0.23827678
2025-03-27,PLN,SEK,2.57898875
2025-03-27,PLN,RON,1.18597503
2025-03-27,PLN,DKK,1.77766393
2025-03-27,PLN,CZK,5.95263058
2025-03-27,RON,NOK,2.27904687
2025-03-27,RON,EUR,0.20091214
2025-03-27,RON,SEK,2.17457256
2025-03-27,RON,PLN,0.84318807
2025-03-27,RON,DKK,1.49890503
2025-03-27,RON,CZK,5.01918711
2025-03-27,DKK,NOK,1.5204745
2025-03-27,DKK,EUR,0.13403927
2025-03-27,DKK,SEK,1.45077408
2025-03-27,DKK,PLN,0.56253602
2025-03-27,DKK,RON,0.66715368
2025-03-27,DKK,CZK,3.34856913
2025-03-27,CZK,NOK,0.45406693
2025-03-27,CZK,EUR,0.04002882
2025-03-27,CZK,SEK,0.43325194
2025-03-27,CZK,PLN,0.16799295
2025-03-27,CZK,RON,0.19923545
2025-03-27,CZK,DKK,0.29863502
2025-03-28,NOK,EUR,0.08854259
2025-03-28,NOK,SEK,0.95803081
2025-03-28,NOK,PLN,0.36988667
2025-03-28,NOK,RON,0.44071188
2025-03-28,NOK,DKK,0.66066938
2025-03-28,NOK,CZK,2.21002302
2025-03-28,EUR,NOK,11.294
2025-03-28,EUR,SEK,10.82
2025-03-28,EUR,PLN,4.1775
2025-03-28,EUR,RON,4.9774
2025-03-28,EUR,DKK,7.4616
2025-03-28,EUR,CZK,24.96
2025-03-28,SEK,NOK,1.04380776
2025-03-28,SEK,EUR,0.09242144
2025-03-28,SEK,PLN,0.38609057
2025-03-28,SEK,RON,0.46001848
2025-03-28,SEK,DKK,0.68961183
2025-03-28,SEK,CZK,2.30683919
2025-03-28,PLN,NOK,2.70353082
2025-03-28,PLN,EUR,0.23937762
2025-03-28,PLN,SEK,2.59006583
2025-03-28,PLN,RON,1.19147816
2025-03-28,PLN,DKK,1.78614004
2025-03-28,PLN,CZK,5.97486535
2025-03-28,RON,NOK,2.26905613
2025-03-28,RON,EUR,0.2009081
2025-03-28,RON,SEK,2.17382569
2025-03-28,RON,PLN,0.83929361
2025-03-28,RON,DKK,1.49909591
2025-03-28,RON,CZK,5.01466629
2025-03-28,DKK,NOK,1.51361638
2025-03-28,DKK,EUR,0.13401951
2025-03-28,DKK,SEK,1.45009113
2025-03-28,DKK,PLN,0.55986652
2025-03-28,DKK,RON,0.66706873
2025-03-28,DKK,CZK,3.34512705
2025-03-28,CZK,NOK,0.45248397
2025-03-28,CZK,EUR,0.0400641
2025-03-28,CZK,SEK,0.43349359
2025-03-28,CZK,PLN,0.16736779
2025-03-28,CZK,RON,0.19941506
2025-03-28,CZK,DKK,0.29894231
2025-03-31,NOK,EUR,0.08761938
2025-03-31,NOK,SEK,0.95058267
2025-03-31,NOK,PLN,0.36659949
2025-03-31,NOK,RON,0.43609042
2025-03-31,NOK,DKK,0.65375449
2025-03-31,NOK,CZK,2.187155
2025-03-31,EUR,NOK,11.413
2025-03-31,EUR,SEK,10.849
2025-03-31,EUR,PLN,4.184
2025-03-31,EUR,RON,4.9771
2025-03-31,EUR,DKK,7.4613
2025-03-31,EUR,CZK,24.962
2025-03-31,SEK,NOK,1.05198636
2025-03-31,SEK,EUR,0.09217439
2025-03-31,SEK,PLN,0.38565766
2025-03-31,SEK,RON,0.45876118
2025-03-31,SEK,DKK,0.68774081
2025-03-31,SEK,CZK,2.30085722
2025-03-31,PLN,NOK,2.72777247
2025-03-31,PLN,EUR,0.23900574
2025-03-31,PLN,SEK,2.59297323
2025-03-31,PLN,RON,1.18955545
2025-03-31,PLN,DKK,1.7832935
2025-03-31,PLN,CZK,5.96606119
2025-03-31,RON,NOK,2.29310241
2025-03-31,RON,EUR,0.20092021
2025-03-31,RON,SEK,2.17978341
2025-03-31,RON,PLN,0.84065018
2025-03-31,RON,DKK,1.499126
2025-03-31,RON,CZK,5.0153704
2025-03-31,DKK,NOK,1.5296262
2025-03-31,DKK,EUR,0.1340249
2025-03-31,DKK,SEK,1.45403616
2025-03-31,DKK,PLN,0.56076019
2025-03-31,DKK,RON,0.66705534
2025-03-31,DKK,CZK,3.3455296
2025-03-31,CZK,NOK,0.45721497
2025-03-31,CZK,EUR,0.04006089
2025-03-31,CZK,SEK,0.43462062
2025-03-31,CZK,PLN,0.16761477
2025-03-31,CZK,RON,0.19938707
2025-03-31,CZK,DKK,0.29890634
2025-04-01,NOK,EUR,0.08835483
2025-04-01,NOK,SEK,0.95564587
2025-04-01,NOK,PLN,0.36987984
2025-04-01,NOK,RON,0.43977735
2025-04-01,NOK,DKK,0.65926842
2025-04-01,NOK,CZK,2.2048065
2025-04-01,EUR,NOK,11.318
2025-04-01,EUR,SEK,10.816
2025-04-01,EUR,PLN,4.1863
2025-04-01,EUR,RON,4.9774
2025-04-01,EUR,DKK,7.4616
2025-04-01,EUR,CZK,24.954
2025-04-01,SEK,NOK,1.04641272
2025-04-01,SEK,EUR,0.09245562
2025-04-01,SEK,PLN,0.38704697
2025-04-01,SEK,RON,0.46018861
2025-04-01,SEK,DKK,0.68986686
2025-04-01,SEK,CZK,2.30713757
2025-04-01,PLN,NOK,2.70358073
2025-04-01,PLN,EUR,0.23887442
2025-04-01,PLN,SEK,2.58366577
2025-04-01,PLN,RON,1.18897356
2025-04-01,PLN,DKK,1.7823854
2025-04-01,PLN,CZK,5.96087237
2025-04-01,RON,NOK,2.27387793
2025-04-01,RON,EUR,0.2009081
2025-04-01,RON,SEK,2.17302206
2025-04-01,RON,PLN,0.8410616
2025-04-01,RON,DKK,1.49909591
2025-04-01,RON,CZK,5.01346084
2025-04-01,DKK,NOK,1.51683285
2025-04-01,DKK,EUR,0.13401951
2025-04-01,DKK,SEK,1.44955506
2025-04-01,DKK,PLN,0.56104589
2025-04-01,DKK,RON,0.66706873
2025-04-01,DKK,CZK,3.34432293
2025-04-01,CZK,NOK,0.45355454
2025-04-01,CZK,EUR,0.04007374
2025-04-01,CZK,SEK,0.43343753
2025-04-01,CZK,PLN,0.16776068
2025-04-01,CZK,RON,0.19946301
2025-04-01,CZK,DKK,0.29901419
2025-04-02,NOK,EUR,0.08869573
2025-04-02,NOK,SEK,0.95472083
2025-04-02,NOK,PLN,0.37052641
2025-04-02,NOK,RON,0.44148299
2025-04-02,NOK,DKK,0.66176771
2025-04-02,NOK,CZK,2.21411149
2025-04-02,EUR,NOK,11.2745
2025-04-02,EUR,SEK,10.764
2025-04-02,EUR,PLN,4.1775
2025-04-02,EUR,RON,4.9775
2025-04-02,EUR,DKK,7.4611
2025-04-02,EUR,CZK,24.963
2025-04-02,SEK,NOK,1.04742661
2025-04-02,SEK,EUR,0.09290227
2025-04-02,SEK,PLN,0.38809922
2025-04-02,SEK,RON,0.46242103
2025-04-02,SEK,DKK,0.6931531
2025-04-02,SEK,CZK,2.31911929
2025-04-02,PLN,NOK,2.69886296
2025-04-02,PLN,EUR,0.23937762
2025-04-02,PLN,SEK,2.57666068
2025-04-02,PLN,RON,1.19150209
2025-04-02,PLN,DKK,1.78602035
2025-04-02,PLN,CZK,5.97558348
2025-04-02,RON,NOK,2.26509292
2025-04-02,RON,EUR,0.20090407
2025-04-02,RON,SEK,2.16253139
2025-04-02,RON,PLN,0.83927675
2025-04-02,RON,DKK,1.49896534
2025-04-02,RON,CZK,5.01516826
2025-04-02,DKK,NOK,1.51110426
2025-04-02,DKK,EUR,0.13402849
2025-04-02,DKK,SEK,1.44268271
2025-04-02,DKK,PLN,0.55990404
2025-04-02,DKK,RON,0.66712683
2025-04-02,DKK,CZK,3.34575331
2025-04-02,CZK,NOK,0.45164844
2025-04-02,CZK,EUR,0.04005929
2025-04-02,CZK,SEK,0.43119817
2025-04-02,CZK,PLN,0.16734767
2025-04-02,CZK,RON,0.1993951
2025-04-02,CZK,DKK,0.29888635
2025-04-03,NOK,EUR,0.08753885
2025-04-03,NOK,SEK,0.93846019
2025-04-03,NOK,PLN,0.367313
2025-04-03,NOK,RON,0.43571585
2025-04-03,NOK,DKK,0.65315359
2025-04-03,NOK,CZK,2.18602005
2025-04-03,EUR,NOK,11.4235
2025-04-03,EUR,SEK,10.7205
2025-04-03,EUR,PLN,4.196
2025-04-03,EUR,RON,4.9774
2025-04-03,EUR,DKK,7.4613
2025-04-03,EUR,CZK,24.972
2025-04-03,SEK,NOK,1.0655753
2025-04-03,SEK,EUR,0.09327923
2025-04-03,SEK,PLN,0.39139965
2025-04-03,SEK,RON,0.46428805
2025-04-03,SEK,DKK,0.69598433
2025-04-03,SEK,CZK,2.32936897
2025-04-03,PLN,NOK,2.72247378
2025-04-03,PLN,EUR,0.23832221
2025-04-03,PLN,SEK,2.55493327
2025-04-03,PLN,RON,1.18622498
2025-04-03,PLN,DKK,1.77819352
2025-04-03,PLN,CZK,5.95138227
2025-04-03,RON,NOK,2.29507373
2025-04-03,RON,EUR,0.2009081
2025-04-03,RON,SEK,2.15383534
2025-04-03,RON,PLN,0.84301041
2025-04-03,RON,DKK,1.49903564
2025-04-03,RON,CZK,5.01707719
2025-04-03,DKK,NOK,1.53103347
2025-04-03,DKK,EUR,0.1340249
2025-04-03,DKK,SEK,1.43681396
2025-04-03,DKK,PLN,0.56236849
2025-04-03,DKK,RON,0.66709555
2025-04-03,DKK,CZK,3.34686985
2025-04-03,CZK,NOK,0.45745235
2025-04-03,CZK,EUR,0.04004485
2025-04-03,CZK,SEK,0.42930082
2025-04-03,CZK,PLN,0.16802819
2025-04-03,CZK,RON,0.19931924
2025-04-03,CZK,DKK,0.29878664
2025-04-04,NOK,EUR,0.08560544
2025-04-04,NOK,SEK,0.93943415
2025-04-04,NOK,PLN,0.36489321
2025-04-04,NOK,RON,0.42608398
2025-04-04,NOK,DKK,0.63877071
2025-04-04,NOK,CZK,2.15229209
2025-04-04,EUR,NOK,11.6815
2025-04-04,EUR,SEK,10.974
2025-04-04,EUR,PLN,4.2625
2025-04-04,EUR,RON,4.9773
2025-04-04,EUR,DKK,7.4618
2025-04-04,EUR,CZK,25.142
2025-04-04,SEK,NOK,1.06447057
2025-04-04,SEK,EUR,0.09112448
2025-04-04,SEK,PLN,0.38841808
2025-04-04,SEK,RON,0.45355385
2025-04-04,SEK,DKK,0.67995262
2025-04-04,SEK,CZK,2.29105158
2025-04-04,PLN,NOK,2.74052786
2025-04-04,PLN,EUR,0.23460411
2025-04-04,PLN,SEK,2.57454545
2025-04-04,PLN,RON,1.16769501
2025-04-04,PLN,DKK,1.75056891
2025-04-04,PLN,CZK,5.89841642
2025-04-04,RON,NOK,2.34695518
2025-04-04,RON,EUR,0.20091214
2025-04-04,RON,SEK,2.20480984
2025-04-04,RON,PLN,0.856388
2025-04-04,RON,DKK,1.49916621
2025-04-04,RON,CZK,5.05133305
2025-04-04,DKK,NOK,1.56550698
2025-04-04,DKK,EUR,0.13401592
2025-04-04,DKK,SEK,1.47069072
2025-04-04,DKK,PLN,0.57124286
2025-04-04,DKK,RON,0.66703744
2025-04-04,DKK,CZK,3.36942829
2025-04-04,CZK,NOK,0.46462095
2025-04-04,CZK,EUR,0.03977408
2025-04-04,CZK,SEK,0.43648079
2025-04-04,CZK,PLN,0.16953703
2025-04-04,CZK,RON,0.19796754
2025-04-04,CZK,DKK,0.29678625
2025-04-07,NOK,EUR,0.08365051
2025-04-07,NOK,SEK,0.92668033
2025-04-07,NOK,PLN,0.35919528
2025-04-07,NOK,RON,0.41636204
2025-04-07,NOK,DKK,0.62435066
2025-04-07,NOK,CZK,2.10757455
2025-04-07,EUR,NOK,11.9545
2025-04-07,EUR,SEK,11.078
2025-04-07,EUR,PLN,4.294
2025-04-07,EUR,RON,4.9774
2025-04-07,EUR,DKK,7.4638
2025-04-07,EUR,CZK,25.195
2025-04-07,SEK,NOK,1.07912078
2025-04-07,SEK,EUR,0.090269
2025-04-07,SEK,PLN,0.38761509
2025-04-07,SEK,RON,0.44930493
2025-04-07,SEK,DKK,0.67374977
2025-04-07,SEK,CZK,2.2743275
2025-04-07,PLN,NOK,2.78400093
2025-04-07,PLN,EUR,0.23288309
2025-04-07,PLN,SEK,2.5798789
2025-04-07,PLN,RON,1.15915231
2025-04-07,PLN,DKK,1.73819283
2025-04-07,PLN,CZK,5.86748952
2025-04-07,RON,NOK,2.40175594
2025-04-07,RON,EUR,0.2009081
2025-04-07,RON,SEK,2.22565998
2025-04-07,RON,PLN,0.8626994
2025-04-07,RON,DKK,1.49953791
2025-04-07,RON,CZK,5.0618797
2025-04-07,DKK,NOK,1.60166403
2025-04-07,DKK,EUR,0.13398001
2025-04-07,DKK,SEK,1.48423055
2025-04-07,DKK,PLN,0.57531016
2025-04-07,DKK,RON,0.6668721
2025-04-07,DKK,CZK,3.37562636
2025-04-07,CZK,NOK,0.47447906
2025-04-07,CZK,EUR,0.03969041
2025-04-07,CZK,SEK,0.43969041
2025-04-07,CZK,PLN,0.17043064
2025-04-07,CZK,RON,0.19755507
2025-04-07,CZK,DKK,0.29624132
2025-04-08,NOK,EUR,0.08367851
2025-04-08,NOK,SEK,0.91858081
2025-04-08,NOK,PLN,0.35722355
2025-04-08,NOK,RON,0.41648467
2025-04-08,NOK,DKK,0.62464332
2025-04-08,NOK,CZK,2.10359399
2025-04-08,EUR,NOK,11.9505
2025-04-08,EUR,SEK,10.9775
2025-04-08,EUR,PLN,4.269
2025-04-08,EUR,RON,4.9772
2025-04-08,EUR,DKK,7.4648
2025-04-08,EUR,CZK,25.139
2025-04-08,SEK,NOK,1.08863585
2025-04-08,SEK,EUR,0.09109542
2025-04-08,SEK,PLN,0.38888636
2025-04-08,SEK,RON,0.45340014
2025-04-08,SEK,DKK,0.68000911
2025-04-08,SEK,CZK,2.29004783
2025-04-08,PLN,NOK,2.79936753
2025-04-08,PLN,EUR,0.2342469
2025-04-08,PLN,SEK,2.5714453
2025-04-08,PLN,RON,1.16589365
2025-04-08,PLN,DKK,1.74860623
2025-04-08,PLN,CZK,5.88873272
2025-04-08,RON,NOK,2.40104878
2025-04-08,RON,EUR,0.20091618
2025-04-08,RON,SEK,2.20555734
2025-04-08,RON,PLN,0.85771116
2025-04-08,RON,DKK,1.49979908
2025-04-08,RON,CZK,5.05083179
2025-04-08,DKK,NOK,1.60091362
2025-04-08,DKK,EUR,0.13396206
2025-04-08,DKK,SEK,1.47056853
2025-04-08,DKK,PLN,0.57188404
2025-04-08,DKK,RON,0.66675597
2025-04-08,DKK,CZK,3.36767228
2025-04-08,CZK,NOK,0.4753769
2025-04-08,CZK,EUR,0.03977883
2025-04-08,CZK,SEK,0.4366721
2025-04-08,CZK,PLN,0.16981582
2025-04-08,CZK,RON,0.19798719
2025-04-08,CZK,DKK,0.29694101
2025-04-09,NOK,EUR,0.08251165
2025-04-09,NOK,SEK,0.91352779
2025-04-09,NOK,PLN,0.35441231
2025-04-09,NOK,RON,0.41071826
2025-04-09,NOK,DKK,0.61627955
2025-04-09,NOK,CZK,2.07665333
2025-04-09,EUR,NOK,12.1195
2025-04-09,EUR,SEK,11.0715
2025-04-09,EUR,PLN,4.2953
2025-04-09,EUR,RON,4.9777
2025-04-09,EUR,DKK,7.469
2025-04-09,EUR,CZK,25.168
2025-04-09,SEK,NOK,1.09465745
2025-04-09,SEK,EUR,0.090322
2025-04-09,SEK,PLN,0.38796008
2025-04-09,SEK,RON,0.44959581
2025-04-09,SEK,DKK,0.674615
2025-04-09,SEK,CZK,2.27322404
2025-04-09,PLN,NOK,2.82157242
2025-04-09,PLN,EUR,0.23281261
2025-04-09,PLN,SEK,2.5775848
2025-04-09,PLN,RON,1.15887132
2025-04-09,PLN,DKK,1.73887738
2025-04-09,PLN,CZK,5.85942775
2025-04-09,RON,NOK,2.43475903
2025-04-09,RON,EUR,0.200896
2025-04-09,RON,SEK,2.22422002
2025-04-09,RON,PLN,0.86290857
2025-04-09,RON,DKK,1.5004922
2025-04-09,RON,CZK,5.05615043
2025-04-09,DKK,NOK,1.62264025
2025-04-09,DKK,EUR,0.13388673
2025-04-09,DKK,SEK,1.48232695
2025-04-09,DKK,PLN,0.57508368
2025-04-09,DKK,RON,0.66644799
2025-04-09,DKK,CZK,3.36966127
2025-04-09,CZK,NOK,0.48154402
2025-04-09,CZK,EUR,0.03973299
2025-04-09,CZK,SEK,0.43990385
2025-04-09,CZK,PLN,0.17066513
2025-04-09,CZK,RON,0.19777893
2025-04-09,CZK,DKK,0.29676573
2025-04-10,NOK,EUR,0.083462
2025-04-10,NOK,SEK,0.91966782
2025-04-10,NOK,PLN,0.3550724
2025-04-10,NOK,RON,0.41544047
2025-04-10,NOK,DKK,0.6230689
2025-04-10,NOK,CZK,2.09573092
2025-04-10,EUR,NOK,11.9815
2025-04-10,EUR,SEK,11.019
2025-04-10,EUR,PLN,4.2543
2025-04-10,EUR,RON,4.9776
2025-04-10,EUR,DKK,7.4653
2025-04-10,EUR,CZK,25.11
2025-04-10,SEK,NOK,1.08734912
2025-04-10,SEK,EUR,0.09075234
2025-04-10,SEK,PLN,0.38608767
2025-04-10,SEK,RON,0.45172883
2025-04-10,SEK,DKK,0.67749342
2025-04-10,SEK,CZK,2.27879118
2025-04-10,PLN,NOK,2.81632701
2025-04-10,PLN,EUR,0.2350563
2025-04-10,PLN,SEK,2.59008533
2025-04-10,PLN,RON,1.17001622
2025-04-10,PLN,DKK,1.75476577
2025-04-10,PLN,CZK,5.90226359
2025-04-10,RON,NOK,2.40708374
2025-04-10,RON,EUR,0.20090003
2025-04-10,RON,SEK,2.21371745
2025-04-10,RON,PLN,0.85468901
2025-04-10,RON,DKK,1.49977901
2025-04-10,RON,CZK,5.04459981
2025-04-10,DKK,NOK,1.60495894
2025-04-10,DKK,EUR,0.13395309
2025-04-10,DKK,SEK,1.47602909
2025-04-10,DKK,PLN,0.56987663
2025-04-10,DKK,RON,0.6667649
2025-04-10,DKK,CZK,3.36356208
2025-04-10,CZK,NOK,0.47716049
2025-04-10,CZK,EUR,0.03982477
2025-04-10,CZK,SEK,0.43882915
2025-04-10,CZK,PLN,0.16942652
2025-04-10,CZK,RON,0.19823178
2025-04-10,CZK,DKK,0.29730386
2025-04-11,NOK,EUR,0.08264121
2025-04-11,NOK,SEK,0.91895376
2025-04-11,NOK,PLN,0.3549688
2025-04-11,NOK,RON,0.41136317
2025-04-11,NOK,DKK,0.61712326
2025-04-11,NOK,CZK,2.07817859
2025-04-11,EUR,NOK,12.1005
2025-04-11,EUR,SEK,11.1198
2025-04-11,EUR,PLN,4.2953
2025-04-11,EUR,RON,4.9777
2025-04-11,EUR,DKK,7.4675
2025-04-11,EUR,CZK,25.147
2025-04-11,SEK,NOK,1.08819403
2025-04-11,SEK,EUR,0.08992967
2025-04-11,SEK,PLN,0.38627493
2025-04-11,SEK,RON,0.44764294
2025-04-11,SEK,DKK,0.67154985
2025-04-11,SEK,CZK,2.26146154
2025-04-11,PLN,NOK,2.81714898
2025-04-11,PLN,EUR,0.23281261
2025-04-11,PLN,SEK,2.58882965
2025-04-11,PLN,RON,1.15887132
2025-04-11,PLN,DKK,1.73852816
2025-04-11,PLN,CZK,5.85453868
2025-04-11,RON,NOK,2.430942
2025-04-11,RON,EUR,0.200896
2025-04-11,RON,SEK,2.2339233
2025-04-11,RON,PLN,0.86290857
2025-04-11,RON,DKK,1.50019085
2025-04-11,RON,CZK,5.05193162
2025-04-11,DKK,NOK,1.62042183
2025-04-11,DKK,EUR,0.13391363
2025-04-11,DKK,SEK,1.48909274
2025-04-11,DKK,PLN,0.5751992
2025-04-11,DKK,RON,0.66658185
2025-04-11,DKK,CZK,3.36752595
2025-04-11,CZK,NOK,0.4811906
2025-04-11,CZK,EUR,0.03976617
2025-04-11,CZK,SEK,0.44219191
2025-04-11,CZK,PLN,0.17080765
2025-04-11,CZK,RON,0.19794409
2025-04-11,CZK,DKK,0.29695391
2025-04-14,NOK,EUR,0.08319122
2025-04-14,NOK,SEK,0.91564411
2025-04-14,NOK,PLN,0.35655755
2025-04-14,NOK,RON,0.41408427
2025-04-14,NOK,DKK,0.6212304
2025-04-14,NOK,CZK,2.08876503
2025-04-14,EUR,NOK,12.0205
2025-04-14,EUR,SEK,11.0065
2025-04-14,EUR,PLN,4.286
2025-04-14,EUR,RON,4.9775
2025-04-14,EUR,DKK,7.4675
2025-04-14,EUR,CZK,25.108
2025-04-14,SEK,NOK,1.09212738
2025-04-14,SEK,EUR,0.0908554
2025-04-14,SEK,PLN,0.38940626
2025-04-14,SEK,RON,0.45223277
2025-04-14,SEK,DKK,0.67846273
2025-04-14,SEK,CZK,2.28119747
2025-04-14,PLN,NOK,2.80459636
2025-04-14,PLN,EUR,0.23331778
2025-04-14,PLN,SEK,2.56801213
2025-04-14,PLN,RON,1.16133924
2025-04-14,PLN,DKK,1.74230051
2025-04-14,PLN,CZK,5.85814279
2025-04-14,RON,NOK,2.41496735
2025-04-14,RON,EUR,0.20090407
2025-04-14,RON,SEK,2.21125063
2025-04-14,RON,PLN,0.86107484
2025-04-14,RON,DKK,1.50025113
2025-04-14,RON,CZK,5.04429935
2025-04-14,DKK,NOK,1.60970874
2025-04-14,DKK,EUR,0.13391363
2025-04-14,DKK,SEK,1.47392032
2025-04-14,DKK,PLN,0.5739538
2025-04-14,DKK,RON,0.66655507
2025-04-14,DKK,CZK,3.36230331
